,_id,ValueID,value,timeStamp
0,5df7376e8e15b328ac1d3eb8,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-16 07:50:08.022
1,5df7376e8e15b328ac1d3eb7,12430012063.Main_Spindle.Actual_Position_MCS,86.68,2019-12-16 07:50:08.023
2,5df7376e8e15b328ac1d3eb9,12430012063.Y1_Axis.Temperature_Y_Slide,19.91,2019-12-16 07:50:08.109
3,5df7376e8e15b328ac1d3ebb,12430012063.Tool_Control_Center.Symmetry,0.17,2019-12-16 07:50:08.120
4,5df7376e8e15b328ac1d3eba,12430012063.Tool_Control_Center.Axial_Force_Compression,0.0,2019-12-16 07:50:08.151
5,5df7376e8e15b328ac1d3ebd,12430012063.A1_Axis.Actual_Power,7.0,2019-12-16 07:50:08.172
6,5df7376e8e15b328ac1d3ebf,12430012063.Y1_Axis.Actual_Power,0.0,2019-12-16 07:50:08.186
7,5df7376e8e15b328ac1d3ebe,12430012063.Energy_Savings.Active_Power_Z1,-7.46,2019-12-16 07:50:08.188
8,5df7376e8e15b328ac1d3ec0,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-16 07:50:08.189
9,5df7376e8e15b328ac1d3ec1,12430012063.Z1_Axis.Actual_Position_MCS,-320.57,2019-12-16 07:50:08.211
10,5df7376e8e15b328ac1d3ec4,12430012063.Main_Spindle.Actual_Position_MCS,108.3,2019-12-16 07:50:08.228
11,5df7376e8e15b328ac1d3ec5,12430012063.Main_Spindle.MPC_Peak,1.0,2019-12-16 07:50:08.310
12,5df7376f8e15b328ac1d3ec6,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-16 07:50:08.384
13,5df7376f8e15b328ac1d3ec9,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-12-16 07:50:08.386
14,5df7376f8e15b328ac1d3eca,12430012063.Tool_Control_Center.Axial_Force_Compression,0.1,2019-12-16 07:50:08.390
15,5df7376f8e15b328ac1d3ecb,12430012063.Z1_Axis.Actual_Position_MCS,-321.2,2019-12-16 07:50:08.411
16,5df7376f8e15b328ac1d3ecd,12430012063.Main_Spindle.Actual_Position_MCS,129.89,2019-12-16 07:50:08.426
17,5df7376f8e15b328ac1d3ece,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-12-16 07:50:08.508
18,5df7376f8e15b328ac1d3ecf,12430012063.Tool_Control_Center.Symmetry,0.19,2019-12-16 07:50:08.548
19,5df7376f8e15b328ac1d3ed1,12430012063.Tool_Control_Center.Axial_Force_Compression,0.0,2019-12-16 07:50:08.581
20,5df7376f8e15b328ac1d3ed0,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-16 07:50:08.582
