,_id,ValueID,value,timeStamp
0,5dde56ee8e15b3086c0eb154,12430012063.Main_Spindle.Actual_Position_MCS,211.38,2019-11-27 11:00:12.103
1,5dde56ee8e15b3086c0eb157,12430012063.Tool_Control_Center.Bending_Moment,2.0,2019-11-27 11:00:12.109
2,5dde56ee8e15b3086c0eb155,12430012063.Energy_Savings.Active_Power_Z1,-934.406,2019-11-27 11:00:12.119
3,5dde56ee8e15b3086c0eb158,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-11-27 11:00:12.120
4,5dde56ee8e15b3086c0eb159,12430012063.Y1_Axis.Actual_Power,2.0,2019-11-27 11:00:12.171
5,5dde56ee8e15b3086c0eb15c,12430012063.Z1_Axis.Actual_Power,48.0,2019-11-27 11:00:12.298
6,5dde56ee8e15b3086c0eb15f,12430012063.Z1_Axis.Actual_Feed_Rate,-4560.0,2019-11-27 11:00:12.299
7,5dde56ee8e15b3086c0eb15d,12430012063.Z1_Axis.Actual_Position_MCS,-317.78,2019-11-27 11:00:12.300
8,5dde56ee8e15b3086c0eb160,12430012063.Main_Spindle.Actual_Position_MCS,232.98,2019-11-27 11:00:12.312
9,5dde56ee8e15b3086c0eb15e,12430012063.X1_Axis.Actual_Power,2.0,2019-11-27 11:00:12.316
10,5dde56ee8e15b3086c0eb161,12430012063.Tool_Control_Center.Bending_Moment,1.0,2019-11-27 11:00:12.317
11,5dde56ee8e15b3086c0eb162,12430012063.Energy_Savings.Active_Power_Z1,-391.667,2019-11-27 11:00:12.328
12,5dde56ee8e15b3086c0eb164,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-11-27 11:00:12.334
13,5dde56ef8e15b3086c0eb165,12430012063.Y1_Axis.Actual_Power,0.0,2019-11-27 11:00:12.382
14,5dde56ef8e15b3086c0eb168,12430012063.Z1_Axis.Actual_Power,12.0,2019-11-27 11:00:12.501
15,5dde56ef8e15b3086c0eb16c,12430012063.Z1_Axis.Actual_Feed_Rate,-64.0,2019-11-27 11:00:12.502
16,5dde56ef8e15b3086c0eb169,12430012063.Z1_Axis.Actual_Position_MCS,-319.23,2019-11-27 11:00:12.503
17,5dde56ef8e15b3086c0eb16d,12430012063.Main_Spindle.Actual_Position_MCS,254.58,2019-11-27 11:00:12.505
18,5dde56ef8e15b3086c0eb16a,12430012063.X1_Axis.Actual_Power,1.0,2019-11-27 11:00:12.518
