,_id,ValueID,value,timeStamp
0,5dee03f88e15b3086c2ac0ed,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-12-09 08:19:42.211
1,5dee03f88e15b3086c2ac0ee,12430012063.Tool_Control_Center.Symmetry,1.39,2019-12-09 08:19:42.222
2,5dee03f88e15b3086c2ac0f0,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-09 08:19:42.224
3,5dee03f88e15b3086c2ac0f3,12430012063.A1_Axis.Actual_Power,4.0,2019-12-09 08:19:42.231
4,5dee03f88e15b3086c2ac0f4,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-09 08:19:42.233
5,5dee03f88e15b3086c2ac0f5,12430012063.Main_Spindle.Actual_Position_MCS,143.9,2019-12-09 08:19:42.234
6,5dee03f88e15b3086c2ac0f6,12430012063.Z1_Axis.Actual_Position_MCS,-302.08,2019-12-09 08:19:42.318
7,5dee03f88e15b3086c2ac0f7,12430012063.Energy_Savings.Active_Power_Spindle1,95.874,2019-12-09 08:19:42.340
8,5dee03f88e15b3086c2ac0fb,12430012063.Main_Spindle.Actual_Speed_Rate,636.0,2019-12-09 08:19:42.395
9,5dee03f88e15b3086c2ac0fc,12430012063.Main_Spindle.Actual_Position_MCS,188.3,2019-12-09 08:19:42.396
10,5dee03f88e15b3086c2ac0fd,12430012063.Tool_Control_Center.Bending_Moment,4.0,2019-12-09 08:19:42.479
11,5dee03f88e15b3086c2ac0fe,12430012063.Z1_Axis.Actual_Position_MCS,-302.93,2019-12-09 08:19:42.511
12,5dee03f98e15b3086c2ac0ff,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-09 08:19:42.544
13,5dee03f98e15b3086c2ac102,12430012063.Tool_Control_Center.Symmetry,1.2,2019-12-09 08:19:42.548
14,5dee03f98e15b3086c2ac105,12430012063.Main_Spindle.Actual_Speed_Rate,635.0,2019-12-09 08:19:42.571
15,5dee03f98e15b3086c2ac103,12430012063.Main_Spindle.Actual_Position_MCS,232.7,2019-12-09 08:19:42.572
16,5dee03f98e15b3086c2ac106,12430012063.Tool_Control_Center.Axial_Force_Tension,0.1,2019-12-09 08:19:42.623
17,5dee03f98e15b3086c2ac107,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-09 08:19:42.703
18,5dee03f98e15b3086c2ac108,12430012063.Z1_Axis.Actual_Position_MCS,-303.78,2019-12-09 08:19:42.716
19,5dee03f98e15b3086c2ac10b,12430012063.Energy_Savings.Active_Power_Spindle1,115.049,2019-12-09 08:19:42.738
20,5dee03f98e15b3086c2ac10d,12430012063.Main_Spindle.Actual_Position_MCS,277.1,2019-12-09 08:19:42.766
21,5dee03f98e15b3086c2ac10e,12430012063.Y1_Axis.Actual_Power,1.0,2019-12-09 08:19:42.898
22,5dee03f98e15b3086c2ac10f,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-09 08:19:42.899
23,5dee03f98e15b3086c2ac112,12430012063.Z1_Axis.Actual_Position_MCS,-304.63,2019-12-09 08:19:42.910
24,5dee03f98e15b3086c2ac113,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-09 08:19:42.942
25,5dee03f98e15b3086c2ac115,12430012063.Main_Spindle.Actual_Position_MCS,321.51,2019-12-09 08:19:42.979
26,5dee03f98e15b3086c2ac116,12430012063.Tool_Control_Center.Axial_Force_Tension,0.3,2019-12-09 08:19:43.010
27,5dee03f98e15b3086c2ac117,12430012063.Tool_Control_Center.Symmetry,0.13,2019-12-09 08:19:43.061
28,5dee03f98e15b3086c2ac118,12430012063.Z1_Axis.Actual_Position_MCS,-305.47,2019-12-09 08:19:43.114
29,5dee03f98e15b3086c2ac11a,12430012063.Energy_Savings.Active_Power_Spindle1,115.049,2019-12-09 08:19:43.135
30,5dee03f98e15b3086c2ac11d,12430012063.Main_Spindle.Actual_Position_MCS,5.91,2019-12-09 08:19:43.173
31,5dee03f98e15b3086c2ac11e,12430012063.Z1_Axis.Actual_Position_MCS,-306.32,2019-12-09 08:19:43.317
32,5dee03f98e15b3086c2ac11f,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-09 08:19:43.400
33,5dee03f98e15b3086c2ac122,12430012063.Main_Spindle.Actual_Position_MCS,50.32,2019-12-09 08:19:43.418
34,5dee03fa8e15b3086c2ac124,12430012063.Tool_Control_Center.Symmetry,0.45,2019-12-09 08:19:43.550
35,5dee03fa8e15b3086c2ac125,12430012063.Z1_Axis.Actual_Position_MCS,-307.17,2019-12-09 08:19:43.554
36,5dee03fa8e15b3086c2ac128,12430012063.Energy_Savings.Active_Power_Spindle1,115.049,2019-12-09 08:19:43.566
37,5dee03fa8e15b3086c2ac12a,12430012063.Tool_Control_Center.Bending_Moment,5.0,2019-12-09 08:19:43.571
38,5dee03fa8e15b3086c2ac12b,12430012063.Main_Spindle.Actual_Position_MCS,94.72,2019-12-09 08:19:43.574
39,5dee03fa8e15b3086c2ac12c,12430012063.Z1_Axis.Actual_Position_MCS,-308.02,2019-12-09 08:19:43.769
40,5dee03fa8e15b3086c2ac12d,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-09 08:19:43.771
41,5dee03fa8e15b3086c2ac130,12430012063.Tool_Control_Center.Symmetry,0.71,2019-12-09 08:19:43.774
42,5dee03fa8e15b3086c2ac132,12430012063.Main_Spindle.Actual_Position_MCS,139.13,2019-12-09 08:19:43.787
43,5dee03fa8e15b3086c2ac133,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-09 08:19:43.900
44,5dee03fa8e15b3086c2ac134,12430012063.Z1_Axis.Actual_Position_MCS,-308.87,2019-12-09 08:19:43.912
45,5dee03fa8e15b3086c2ac137,12430012063.Energy_Savings.Active_Power_Spindle1,95.874,2019-12-09 08:19:43.934
46,5dee03fa8e15b3086c2ac139,12430012063.Main_Spindle.Actual_Position_MCS,183.53,2019-12-09 08:19:43.969
47,5dee03fa8e15b3086c2ac13a,12430012063.Tool_Control_Center.Bending_Moment,4.0,2019-12-09 08:19:44.071
48,5dee03fa8e15b3086c2ac13b,12430012063.Z1_Axis.Actual_Position_MCS,-309.72,2019-12-09 08:19:44.113
49,5dee03fa8e15b3086c2ac13d,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-12-09 08:19:44.134
50,5dee03fa8e15b3086c2ac141,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-09 08:19:44.169
51,5dee03fa8e15b3086c2ac140,12430012063.Main_Spindle.Actual_Position_MCS,227.94,2019-12-09 08:19:44.170
52,5dee03fa8e15b3086c2ac142,12430012063.Tool_Control_Center.Axial_Force_Tension,0.4,2019-12-09 08:19:44.201
53,5dee03fa8e15b3086c2ac143,12430012063.Tool_Control_Center.Symmetry,0.52,2019-12-09 08:19:44.222
54,5dee03fa8e15b3086c2ac144,12430012063.Tool_Control_Center.Bending_Moment,5.0,2019-12-09 08:19:44.285
55,5dee03fa8e15b3086c2ac145,12430012063.Z1_Axis.Actual_Power,14.0,2019-12-09 08:19:44.296
56,5dee03fa8e15b3086c2ac146,12430012063.Z1_Axis.Actual_Feed_Rate,0.0,2019-12-09 08:19:44.297
57,5dee03fa8e15b3086c2ac147,12430012063.Z1_Axis.Actual_Position_MCS,-309.97,2019-12-09 08:19:44.308
58,5dee03fa8e15b3086c2ac149,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-09 08:19:44.349
59,5dee03fa8e15b3086c2ac14a,12430012063.Energy_Savings.Active_Power_Z1,0.0,2019-12-09 08:19:44.349
60,5dee03fa8e15b3086c2ac14d,12430012063.A1_Axis.Actual_Power,3.0,2019-12-09 08:19:44.384
61,5dee03fa8e15b3086c2ac14e,12430012063.Main_Spindle.Actual_Position_MCS,272.37,2019-12-09 08:19:44.388
62,5dee03fb8e15b3086c2ac14f,12430012063.Energy_Savings.Active_Power_Spindle1,-38.35,2019-12-09 08:19:44.531
63,5dee03fb8e15b3086c2ac151,12430012063.Main_Spindle.Actual_Position_MCS,316.78,2019-12-09 08:19:44.585
64,5dee03fb8e15b3086c2ac152,12430012063.Tool_Control_Center.Axial_Force_Tension,0.6,2019-12-09 08:19:44.606
65,5dee03fb8e15b3086c2ac153,12430012063.Tool_Control_Center.Symmetry,0.51,2019-12-09 08:19:44.648
