,_id,ValueID,value,timeStamp
0,5dee1ca98e15b32360d4569d,12430012063.Y1_Axis.Actual_Power,2.0,2019-12-09 10:05:50.063
1,5dee1ca98e15b32360d4569f,12430012063.Z1_Axis.Actual_Power,39.0,2019-12-09 10:05:50.064
2,5dee1ca98e15b32360d456a0,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-09 10:05:50.065
3,5dee1ca98e15b32360d456a3,12430012063.Main_Spindle.MPC_Peak,3.0,2019-12-09 10:05:50.079
4,5dee1ca98e15b32360d456a4,12430012063.Main_Spindle.Actual_Speed_Rate,318.0,2019-12-09 10:05:50.159
5,5dee1ca98e15b32360d456a5,12430012063.Main_Spindle.Actual_Position_MCS,187.21,2019-12-09 10:05:50.160
6,5dee1ca98e15b32360d456a6,12430012063.Tool_Control_Center.Axial_Force_Tension,0.1,2019-12-09 10:05:50.182
7,5dee1ca98e15b32360d456a7,12430012063.Energy_Savings.Active_Power_Z1,-5.595,2019-12-09 10:05:50.247
8,5dee1ca98e15b32360d456a8,12430012063.Z1_Axis.Actual_Feed_Rate,-127.0,2019-12-09 10:05:50.247
9,5dee1ca98e15b32360d456a9,12430012063.Z1_Axis.Actual_Position_MCS,-299.07,2019-12-09 10:05:50.248
10,5dee1ca98e15b32360d456aa,12430012063.Tool_Control_Center.Axial_Force_Compression,0.0,2019-12-09 10:05:50.269
11,5dee1ca98e15b32360d456ad,12430012063.Y1_Axis.Actual_Power,1.0,2019-12-09 10:05:50.270
12,5dee1ca98e15b32360d456ae,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-09 10:05:50.271
13,5dee1ca98e15b32360d456b0,12430012063.Main_Spindle.Actual_Speed_Rate,317.0,2019-12-09 10:05:50.359
14,5dee1ca98e15b32360d456b1,12430012063.Main_Spindle.Actual_Position_MCS,208.81,2019-12-09 10:05:50.360
15,5dee1ca98e15b32360d456b2,12430012063.Tool_Control_Center.Symmetry,0.56,2019-12-09 10:05:50.413
16,5dee1ca98e15b32360d456b3,12430012063.Z1_Axis.Actual_Position_MCS,-299.49,2019-12-09 10:05:50.445
17,5dee1ca98e15b32360d456b4,12430012063.Main_Spindle.MPC_Peak,2.0,2019-12-09 10:05:50.456
18,5dee1ca98e15b32360d456b5,12430012063.Y1_Axis.Actual_Power,0.0,2019-12-09 10:05:50.457
19,5dee1caa8e15b32360d456b6,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-09 10:05:50.469
20,5dee1caa8e15b32360d456ba,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-09 10:05:50.475
21,5dee1caa8e15b32360d456bb,12430012063.Main_Spindle.Actual_Speed_Rate,316.0,2019-12-09 10:05:50.565
22,5dee1caa8e15b32360d456bc,12430012063.Main_Spindle.Actual_Position_MCS,230.4,2019-12-09 10:05:50.566
23,5dee1caa8e15b32360d456bd,12430012063.Tool_Control_Center.Axial_Force_Tension,0.0,2019-12-09 10:05:50.587
24,5dee1caa8e15b32360d456be,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-12-09 10:05:50.610
25,5dee1caa8e15b32360d456bf,12430012063.Tool_Control_Center.Symmetry,0.03,2019-12-09 10:05:50.631
26,5dee1caa8e15b32360d456c0,12430012063.Z1_Axis.Actual_Position_MCS,-299.92,2019-12-09 10:05:50.656
27,5dee1caa8e15b32360d456c1,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-09 10:05:50.667
28,5dee1caa8e15b32360d456c6,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-09 10:05:50.673
29,5dee1caa8e15b32360d456c5,12430012063.Main_Spindle.MPC_Peak,1.0,2019-12-09 10:05:50.674
30,5dee1caa8e15b32360d456c7,12430012063.Tool_Control_Center.Bending_Moment,3.0,2019-12-09 10:05:50.755
31,5dee1caa8e15b32360d456c8,12430012063.Main_Spindle.Actual_Speed_Rate,317.0,2019-12-09 10:05:50.756
32,5dee1caa8e15b32360d456c9,12430012063.Main_Spindle.Actual_Position_MCS,252.01,2019-12-09 10:05:50.767
33,5dee1caa8e15b32360d456ca,12430012063.Z1_Axis.Actual_Position_MCS,-300.34,2019-12-09 10:05:50.852
34,5dee1caa8e15b32360d456cb,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-09 10:05:50.934
35,5dee1caa8e15b32360d456ce,12430012063.Main_Spindle.MPC_Peak,0.0,2019-12-09 10:05:50.939
36,5dee1caa8e15b32360d456d0,12430012063.Main_Spindle.Actual_Speed_Rate,318.0,2019-12-09 10:05:50.959
37,5dee1caa8e15b32360d456cf,12430012063.Main_Spindle.Actual_Position_MCS,273.63,2019-12-09 10:05:50.960
38,5dee1caa8e15b32360d456d1,12430012063.Z1_Axis.Actual_Position_MCS,-300.77,2019-12-09 10:05:51.113
39,5dee1caa8e15b32360d456d5,12430012063.Main_Spindle.Actual_Speed_Rate,316.0,2019-12-09 10:05:51.213
40,5dee1caa8e15b32360d456d6,12430012063.Main_Spindle.Actual_Position_MCS,295.22,2019-12-09 10:05:51.214
41,5dee1caa8e15b32360d456d7,12430012063.Tool_Control_Center.Symmetry,0.09,2019-12-09 10:05:51.226
42,5dee1caa8e15b32360d456d8,12430012063.Z1_Axis.Actual_Position_MCS,-301.19,2019-12-09 10:05:51.248
43,5dee1caa8e15b32360d456d9,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-12-09 10:05:51.290
44,5dee1caa8e15b32360d456de,12430012063.A1_Axis.Actual_Power,4.0,2019-12-09 10:05:51.293
45,5dee1caa8e15b32360d456dd,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-09 10:05:51.294
46,5dee1caa8e15b32360d456df,12430012063.Main_Spindle.Actual_Speed_Rate,317.0,2019-12-09 10:05:51.364
47,5dee1caa8e15b32360d456e0,12430012063.Main_Spindle.Actual_Position_MCS,316.8,2019-12-09 10:05:51.366
48,5dee1caa8e15b32360d456e1,12430012063.Z1_Axis.Actual_Position_MCS,-301.61,2019-12-09 10:05:51.451
49,5dee1caa8e15b32360d456e3,12430012063.Energy_Savings.Active_Power_Spindle1,76.699,2019-12-09 10:05:51.464
50,5dee1cab8e15b32360d456e6,12430012063.Tool_Control_Center.Bending_Moment,4.0,2019-12-09 10:05:51.569
51,5dee1cab8e15b32360d456e8,12430012063.Main_Spindle.Actual_Position_MCS,338.4,2019-12-09 10:05:51.570
52,5dee1cab8e15b32360d456e7,12430012063.Main_Spindle.Actual_Speed_Rate,318.0,2019-12-09 10:05:51.570
53,5dee1cab8e15b32360d456e9,12430012063.Tool_Control_Center.Symmetry,0.9,2019-12-09 10:05:51.592
54,5dee1cab8e15b32360d456ea,12430012063.Z1_Axis.Actual_Position_MCS,-302.04,2019-12-09 10:05:51.656
55,5dee1cab8e15b32360d456eb,12430012063.Tool_Control_Center.Axial_Force_Compression,0.1,2019-12-09 10:05:51.657
56,5dee1cab8e15b32360d456ec,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-09 10:05:51.669
57,5dee1cab8e15b32360d456ef,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-09 10:05:51.677
