,_id,ValueID,value,timeStamp
0,5ddd1eaa8e15b3086c06b161,12430012063.Z1_Axis.Actual_Power,21.0,2019-11-26 12:47:55.182
1,5ddd1eaa8e15b3086c06b164,12430012063.Z1_Axis.Actual_Feed_Rate,-64.0,2019-11-26 12:47:55.183
2,5ddd1eaa8e15b3086c06b163,12430012063.Energy_Savings.Active_Power_Z1,-3.73,2019-11-26 12:47:55.186
3,5ddd1eaa8e15b3086c06b165,12430012063.Main_Spindle.Actual_Power,1.0,2019-11-26 12:47:55.197
4,5ddd1eaa8e15b3086c06b166,12430012063.Main_Spindle.Actual_Position_MCS,324.58,2019-11-26 12:47:55.199
5,5ddd1eaa8e15b3086c06b167,12430012063.Tool_Control_Center.Axial_Force_Tension,0.1,2019-11-26 12:47:55.282
6,5ddd1eaa8e15b3086c06b168,12430012063.Y1_Axis.Actual_Power,0.0,2019-11-26 12:47:55.323
7,5ddd1eaa8e15b3086c06b169,12430012063.Z1_Axis.Actual_Position_MCS,-298.13,2019-11-26 12:47:55.324
8,5ddd1eaa8e15b3086c06b16c,12430012063.Main_Spindle.MPC_Peak,2.0,2019-11-26 12:47:55.355
9,5ddd1eaa8e15b3086c06b16d,12430012063.Z1_Axis.Actual_Power,12.0,2019-11-26 12:47:55.378
10,5ddd1eaa8e15b3086c06b16e,12430012063.Energy_Savings.Active_Power_Z1,-1.865,2019-11-26 12:47:55.382
11,5ddd1eaa8e15b3086c06b170,12430012063.Main_Spindle.Actual_Power,0.0,2019-11-26 12:47:55.383
12,5ddd1eaa8e15b3086c06b171,12430012063.Main_Spindle.Actual_Position_MCS,346.18,2019-11-26 12:47:55.395
13,5ddd1eab8e15b3086c06b172,12430012063.Tool_Control_Center.Symmetry,0.05,2019-11-26 12:47:55.499
14,5ddd1eab8e15b3086c06b173,12430012063.Z1_Axis.Actual_Position_MCS,-298.34,2019-11-26 12:47:55.522
15,5ddd1eab8e15b3086c06b174,12430012063.Main_Spindle.MPC_Peak,1.0,2019-11-26 12:47:55.544
16,5ddd1eab8e15b3086c06b179,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-11-26 12:47:55.584
17,5ddd1eab8e15b3086c06b178,12430012063.Main_Spindle.Actual_Power,1.0,2019-11-26 12:47:55.585
18,5ddd1eab8e15b3086c06b17a,12430012063.Main_Spindle.Actual_Position_MCS,7.77,2019-11-26 12:47:55.586
19,5ddd1eab8e15b3086c06b17b,12430012063.A1_Axis.Actual_Power,6.0,2019-11-26 12:47:55.587
20,5ddd1eab8e15b3086c06b17c,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-11-26 12:47:55.738
21,5ddd1eab8e15b3086c06b17e,12430012063.Z1_Axis.Actual_Position_MCS,-298.55,2019-11-26 12:47:55.741
22,5ddd1eab8e15b3086c06b181,12430012063.Tool_Control_Center.Bending_Moment,2.0,2019-11-26 12:47:55.788
23,5ddd1eab8e15b3086c06b183,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-11-26 12:47:55.789
24,5ddd1eab8e15b3086c06b182,12430012063.Main_Spindle.Actual_Power,0.0,2019-11-26 12:47:55.790
25,5ddd1eab8e15b3086c06b184,12430012063.Main_Spindle.Actual_Position_MCS,29.38,2019-11-26 12:47:55.791
26,5ddd1eab8e15b3086c06b185,12430012063.Tool_Control_Center.Symmetry,0.14,2019-11-26 12:47:55.883
27,5ddd1eab8e15b3086c06b186,12430012063.Z1_Axis.Actual_Position_MCS,-298.76,2019-11-26 12:47:55.915
28,5ddd1eab8e15b3086c06b187,12430012063.Main_Spindle.MPC_Peak,0.0,2019-11-26 12:47:55.946
29,5ddd1eab8e15b3086c06b18b,12430012063.Energy_Savings.Active_Power_Spindle1,-19.175,2019-11-26 12:47:55.975
30,5ddd1eab8e15b3086c06b18c,12430012063.Main_Spindle.Actual_Position_MCS,51.0,2019-11-26 12:47:55.988
31,5ddd1eab8e15b3086c06b18d,12430012063.Z1_Axis.Actual_Position_MCS,-298.98,2019-11-26 12:47:56.124
32,5ddd1eab8e15b3086c06b191,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-11-26 12:47:56.185
33,5ddd1eab8e15b3086c06b192,12430012063.Main_Spindle.Actual_Position_MCS,72.6,2019-11-26 12:47:56.187
34,5ddd1eab8e15b3086c06b193,12430012063.Tool_Control_Center.Symmetry,0.51,2019-11-26 12:47:56.289
35,5ddd1eab8e15b3086c06b194,12430012063.Z1_Axis.Actual_Position_MCS,-299.19,2019-11-26 12:47:56.362
36,5ddd1eab8e15b3086c06b199,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-11-26 12:47:56.382
37,5ddd1eab8e15b3086c06b197,12430012063.Main_Spindle.Actual_Power,1.0,2019-11-26 12:47:56.382
38,5ddd1eab8e15b3086c06b19a,12430012063.Main_Spindle.Actual_Position_MCS,94.18,2019-11-26 12:47:56.394
39,5ddd1eac8e15b3086c06b19b,12430012063.Z1_Axis.Actual_Position_MCS,-299.4,2019-11-26 12:47:56.519
40,5ddd1eac8e15b3086c06b19e,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-11-26 12:47:56.577
41,5ddd1eac8e15b3086c06b19f,12430012063.Main_Spindle.Actual_Power,0.0,2019-11-26 12:47:56.577
42,5ddd1eac8e15b3086c06b1a0,12430012063.Main_Spindle.Actual_Position_MCS,115.8,2019-11-26 12:47:56.579
43,5ddd1eac8e15b3086c06b1a1,12430012063.Tool_Control_Center.Axial_Force_Tension,0.2,2019-11-26 12:47:56.654
44,5ddd1eac8e15b3086c06b1a2,12430012063.Tool_Control_Center.Symmetry,0.03,2019-11-26 12:47:56.676
45,5ddd1eac8e15b3086c06b1a3,12430012063.Z1_Axis.Actual_Position_MCS,-299.61,2019-11-26 12:47:56.749
46,5ddd1eac8e15b3086c06b1a7,12430012063.Main_Spindle.Actual_Position_MCS,137.42,2019-11-26 12:47:56.869
47,5ddd1eac8e15b3086c06b1a8,12430012063.Tool_Control_Center.Axial_Force_Tension,0.1,2019-11-26 12:47:56.872
48,5ddd1eac8e15b3086c06b1a9,12430012063.Z1_Axis.Actual_Position_MCS,-299.82,2019-11-26 12:47:56.925
49,5ddd1eac8e15b3086c06b1ab,12430012063.Z1_Axis.Actual_Power,11.0,2019-11-26 12:47:56.959
50,5ddd1eac8e15b3086c06b1ae,12430012063.Main_Spindle.Actual_Position_MCS,159.01,2019-11-26 12:47:57.018
51,5ddd1eac8e15b3086c06b1af,12430012063.Tool_Control_Center.Axial_Force_Tension,0.2,2019-11-26 12:47:57.053
52,5ddd1eac8e15b3086c06b1b0,12430012063.Tool_Control_Center.Symmetry,0.14,2019-11-26 12:47:57.078
53,5ddd1eac8e15b3086c06b1b1,12430012063.Z1_Axis.Actual_Position_MCS,-300.04,2019-11-26 12:47:57.121
54,5ddd1eac8e15b3086c06b1b5,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-11-26 12:47:57.181
55,5ddd1eac8e15b3086c06b1b6,12430012063.Main_Spindle.Actual_Position_MCS,180.6,2019-11-26 12:47:57.184
56,5ddd1eac8e15b3086c06b1b7,12430012063.Z1_Axis.Actual_Position_MCS,-300.25,2019-11-26 12:47:57.323
57,5ddd1eac8e15b3086c06b1bc,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-11-26 12:47:57.394
58,5ddd1eac8e15b3086c06b1bb,12430012063.Main_Spindle.Actual_Position_MCS,202.2,2019-11-26 12:47:57.396
59,5ddd1ead8e15b3086c06b1bd,12430012063.Tool_Control_Center.Symmetry,0.28,2019-11-26 12:47:57.479
60,5ddd1ead8e15b3086c06b1be,12430012063.Z1_Axis.Actual_Position_MCS,-300.46,2019-11-26 12:47:57.533
61,5ddd1ead8e15b3086c06b1c3,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-11-26 12:47:57.581
62,5ddd1ead8e15b3086c06b1c1,12430012063.Main_Spindle.Actual_Speed_Rate,318.0,2019-11-26 12:47:57.582
63,5ddd1ead8e15b3086c06b1c4,12430012063.Main_Spindle.Actual_Position_MCS,223.82,2019-11-26 12:47:57.583
64,5ddd1ead8e15b3086c06b1c5,12430012063.Z1_Axis.Actual_Position_MCS,-300.67,2019-11-26 12:47:57.718
65,5ddd1ead8e15b3086c06b1c9,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-11-26 12:47:57.776
66,5ddd1ead8e15b3086c06b1cb,12430012063.Main_Spindle.Actual_Speed_Rate,317.0,2019-11-26 12:47:57.778
67,5ddd1ead8e15b3086c06b1ca,12430012063.Main_Spindle.Actual_Position_MCS,245.42,2019-11-26 12:47:57.779
68,5ddd1ead8e15b3086c06b1cc,12430012063.Tool_Control_Center.Symmetry,0.14,2019-11-26 12:47:57.901
69,5ddd1ead8e15b3086c06b1cd,12430012063.Z1_Axis.Actual_Position_MCS,-300.88,2019-11-26 12:47:57.924
70,5ddd1ead8e15b3086c06b1d3,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-11-26 12:47:57.987
71,5ddd1ead8e15b3086c06b1d1,12430012063.Main_Spindle.Actual_Power,1.0,2019-11-26 12:47:57.997
