,_id,ValueID,value,timeStamp
0,5df0bda18e15b328ac146c70,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-11 09:57:08.007
1,5df0bda18e15b328ac146c71,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-11 09:57:08.021
2,5df0bda18e15b328ac146c72,12430012063.Main_Spindle.Actual_Position_MCS,342.48,2019-12-11 09:57:08.022
3,5df0bda18e15b328ac146c74,12430012063.Main_Spindle.Actual_Speed_Rate,951.0,2019-12-11 09:57:08.022
4,5df0bda28e15b328ac146c77,12430012063.Main_Spindle.MPC_Peak,1.0,2019-12-11 09:57:08.034
5,5df0bda28e15b328ac146c76,12430012063.Tool_Control_Center.Symmetry,0.71,2019-12-11 09:57:08.046
6,5df0bda28e15b328ac146c78,12430012063.Z1_Axis.Actual_Feed_Rate,-572.0,2019-12-11 09:57:08.057
7,5df0bda28e15b328ac146c79,12430012063.Z1_Axis.Actual_Position_MCS,-312.43,2019-12-11 09:57:08.059
8,5df0bda28e15b328ac146c7a,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-11 09:57:08.060
9,5df0bda28e15b328ac146c7e,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-11 09:57:08.062
10,5df0bda28e15b328ac146c7d,12430012063.Main_Spindle.Actual_Position_MCS,257.23,2019-12-11 09:57:08.064
11,5df0bda28e15b328ac146c7f,12430012063.Tool_Control_Center.Bending_Moment,2.0,2019-12-11 09:57:08.076
12,5df0bda28e15b328ac146c80,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-11 09:57:08.088
13,5df0bda28e15b328ac146c83,12430012063.Z1_Axis.Actual_Position_MCS,-312.93,2019-12-11 09:57:08.112
14,5df0bda28e15b328ac146c84,12430012063.Energy_Savings.Active_Power_Z1,-24.246,2019-12-11 09:57:08.113
15,5df0bda28e15b328ac146c85,12430012063.Energy_Savings.Active_Power_Spindle1,210.922,2019-12-11 09:57:08.226
16,5df0bda28e15b328ac146c86,12430012063.Main_Spindle.Actual_Speed_Rate,952.0,2019-12-11 09:57:08.227
17,5df0bda28e15b328ac146c88,12430012063.Main_Spindle.Actual_Position_MCS,194.85,2019-12-11 09:57:08.228
18,5df0bda28e15b328ac146c89,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-11 09:57:08.232
19,5df0bda28e15b328ac146c8a,12430012063.Z1_Axis.Actual_Position_MCS,-313.39,2019-12-11 09:57:08.235
20,5df0bda28e15b328ac146c8c,12430012063.Energy_Savings.Active_Power_Z1,-26.111,2019-12-11 09:57:08.249
21,5df0bda28e15b328ac146c8f,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-12-11 09:57:08.253
22,5df0bda28e15b328ac146c90,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-11 09:57:08.255
23,5df0bda28e15b328ac146c91,12430012063.Main_Spindle.Actual_Position_MCS,47.26,2019-12-11 09:57:08.256
24,5df0bda28e15b328ac146c92,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-11 09:57:08.269
25,5df0bda28e15b328ac146c94,12430012063.Z1_Axis.Actual_Position_MCS,-314.34,2019-12-11 09:57:08.272
