,_id,ValueID,value,timeStamp
0,5df7552a8e15b328ac230506,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-16 09:56:59.077
1,5df7552a8e15b328ac230505,12430012063.Main_Spindle.Actual_Position_MCS,325.85,2019-12-16 09:56:59.078
2,5df7552a8e15b328ac230507,12430012063.Main_Spindle.Temperature_Spindle,27.57,2019-12-16 09:56:59.101
3,5df7552a8e15b328ac230508,12430012063.Z1_Axis.Actual_Power,60.0,2019-12-16 09:56:59.183
4,5df7552a8e15b328ac23050b,12430012063.Z1_Axis.Actual_Feed_Rate,-15651.0,2019-12-16 09:56:59.184
5,5df7552a8e15b328ac230509,12430012063.Energy_Savings.Active_Power_Z1,-4379.21,2019-12-16 09:56:59.195
6,5df7552a8e15b328ac23050d,12430012063.Tool_Control_Center.Bending_Moment,1.0,2019-12-16 09:56:59.249
7,5df7552a8e15b328ac23050f,12430012063.Main_Spindle.MPC_Peak,3.0,2019-12-16 09:56:59.260
8,5df7552a8e15b328ac23050e,12430012063.Z1_Axis.Actual_Position_MCS,-330.22,2019-12-16 09:56:59.271
9,5df7552a8e15b328ac230511,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-16 09:56:59.285
10,5df7552a8e15b328ac230513,12430012063.Main_Spindle.Actual_Position_MCS,347.44,2019-12-16 09:56:59.287
11,5df7552a8e15b328ac230512,12430012063.A1_Axis.Actual_Power,7.0,2019-12-16 09:56:59.319
12,5df7552a8e15b328ac230514,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,73.85,2019-12-16 09:56:59.320
13,5df7552a8e15b328ac230515,12430012063.Tool_Control_Center.Axial_Force_Compression,0.1,2019-12-16 09:56:59.361
14,5df7552a8e15b328ac230517,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-16 09:56:59.382
15,5df7552a8e15b328ac230516,12430012063.Z1_Axis.Actual_Feed_Rate,-191.0,2019-12-16 09:56:59.383
16,5df7552a8e15b328ac230519,12430012063.Energy_Savings.Active_Power_Z1,-7.46,2019-12-16 09:56:59.394
17,5df7552a8e15b328ac23051b,12430012063.Z1_Axis.Actual_Position_MCS,-330.86,2019-12-16 09:56:59.467
18,5df7552a8e15b328ac23051d,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-16 09:56:59.481
19,5df7552a8e15b328ac23051f,12430012063.Main_Spindle.Actual_Position_MCS,9.06,2019-12-16 09:56:59.482
20,5df7552a8e15b328ac23051e,12430012063.Y1_Axis.Actual_Power,0.0,2019-12-16 09:56:59.484
21,5df7552a8e15b328ac230520,12430012063.Tool_Control_Center.Symmetry,0.21,2019-12-16 09:56:59.485
22,5df7552a8e15b328ac230521,12430012063.Energy_Savings.Active_Power_Spindle1,19.175,2019-12-16 09:56:59.597
23,5df7552a8e15b328ac230522,12430012063.Tool_Control_Center.Bending_Moment,2.0,2019-12-16 09:56:59.618
24,5df7552a8e15b328ac230524,12430012063.Main_Spindle.MPC_Peak,1.0,2019-12-16 09:56:59.619
25,5df7552a8e15b328ac230527,12430012063.Z1_Axis.Actual_Position_MCS,-331.5,2019-12-16 09:56:59.670
26,5df7552a8e15b328ac230529,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-16 09:56:59.674
27,5df7552a8e15b328ac230528,12430012063.Main_Spindle.Actual_Position_MCS,30.68,2019-12-16 09:56:59.676
28,5df7552a8e15b328ac23052a,12430012063.Main_Spindle.MPC_Veff_Total,0.0,2019-12-16 09:56:59.688
29,5df7552a8e15b328ac23052b,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-16 09:56:59.780
30,5df7552a8e15b328ac23052c,12430012063.Energy_Savings.Active_Power_Spindle1,0.0,2019-12-16 09:56:59.791
31,5df7552a8e15b328ac23052e,12430012063.Z1_Axis.Actual_Position_MCS,-332.13,2019-12-16 09:56:59.913
32,5df7552a8e15b328ac230531,12430012063.Main_Spindle.Actual_Power,0.0,2019-12-16 09:56:59.937
33,5df7552a8e15b328ac230533,12430012063.Main_Spindle.Actual_Position_MCS,52.27,2019-12-16 09:56:59.939
34,5df7552a8e15b328ac230532,12430012063.Tool_Control_Center.Symmetry,0.12,2019-12-16 09:56:59.941
35,5df7552b8e15b328ac230534,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-16 09:57:00.083
36,5df7552b8e15b328ac230535,12430012063.Main_Spindle.MPC_Peak,0.0,2019-12-16 09:57:00.096
37,5df7552b8e15b328ac23053a,12430012063.Main_Spindle.Temperature_Spindle,27.6,2019-12-16 09:57:00.097
38,5df7552b8e15b328ac230538,12430012063.Z1_Axis.Actual_Position_MCS,-332.77,2019-12-16 09:57:00.097
39,5df7552b8e15b328ac230539,12430012063.Main_Spindle.Actual_Power,2.0,2019-12-16 09:57:00.101
40,5df7552b8e15b328ac23053c,12430012063.Main_Spindle.Actual_Speed_Rate,318.0,2019-12-16 09:57:00.102
41,5df7552b8e15b328ac23053d,12430012063.Main_Spindle.Actual_Position_MCS,73.83,2019-12-16 09:57:00.143
42,5df7552b8e15b328ac23053e,12430012063.Energy_Savings.Active_Power_Spindle1,76.699,2019-12-16 09:57:00.237
43,5df7552b8e15b328ac230540,12430012063.Z1_Axis.Actual_Position_MCS,-333.4,2019-12-16 09:57:00.399
44,5df7552b8e15b328ac230543,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-16 09:57:00.414
45,5df7552b8e15b328ac230545,12430012063.Main_Spindle.Actual_Speed_Rate,317.0,2019-12-16 09:57:00.415
46,5df7552b8e15b328ac230544,12430012063.Main_Spindle.Actual_Position_MCS,95.44,2019-12-16 09:57:00.416
47,5df7552b8e15b328ac230546,12430012063.Z1_Axis.Actual_Power,12.0,2019-12-16 09:57:00.429
48,5df7552b8e15b328ac230547,12430012063.Energy_Savings.Active_Power_Spindle1,95.874,2019-12-16 09:57:00.431
49,5df7552b8e15b328ac230549,12430012063.Tool_Control_Center.Bending_Moment,3.0,2019-12-16 09:57:00.443
50,5df7552b8e15b328ac23054a,12430012063.Z1_Axis.Actual_Position_MCS,-334.04,2019-12-16 09:57:00.494
51,5df7552b8e15b328ac23054d,12430012063.Main_Spindle.Actual_Position_MCS,117.05,2019-12-16 09:57:00.501
52,5df7552b8e15b328ac23054e,12430012063.Z1_Axis.Actual_Power,11.0,2019-12-16 09:57:00.584
53,5df7552b8e15b328ac230550,12430012063.Z1_Axis.Actual_Position_MCS,-334.67,2019-12-16 09:57:00.666
54,5df7552b8e15b328ac230553,12430012063.Main_Spindle.Actual_Position_MCS,138.65,2019-12-16 09:57:00.682
55,5df7552b8e15b328ac230554,12430012063.Tool_Control_Center.Symmetry,0.18,2019-12-16 09:57:00.694
56,5df7552b8e15b328ac230555,12430012063.Energy_Savings.Active_Power_Spindle1,38.35,2019-12-16 09:57:00.797
57,5df7552b8e15b328ac230558,12430012063.Z1_Axis.Actual_Position_MCS,-335.31,2019-12-16 09:57:00.869
58,5df7552b8e15b328ac23055a,12430012063.Main_Spindle.Actual_Power,2.0,2019-12-16 09:57:00.893
59,5df7552b8e15b328ac23055b,12430012063.Main_Spindle.Actual_Position_MCS,160.24,2019-12-16 09:57:00.894
60,5df7552b8e15b328ac23055c,12430012063.Main_Spindle.Temperature_Spindle,27.57,2019-12-16 09:57:00.988
61,5df7552c8e15b328ac23055d,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-16 09:57:00.999
62,5df7552c8e15b328ac23055f,12430012063.Z1_Axis.Actual_Position_MCS,-335.95,2019-12-16 09:57:01.071
63,5df7552c8e15b328ac230562,12430012063.Main_Spindle.Actual_Position_MCS,181.84,2019-12-16 09:57:01.076
64,5df7552c8e15b328ac230563,12430012063.Energy_Savings.Active_Power_Spindle1,115.049,2019-12-16 09:57:01.201
65,5df7552c8e15b328ac230566,12430012063.Tool_Control_Center.Axial_Force_Compression,0.0,2019-12-16 09:57:01.283
66,5df7552c8e15b328ac230568,12430012063.Z1_Axis.Actual_Position_MCS,-336.58,2019-12-16 09:57:01.284
67,5df7552c8e15b328ac230569,12430012063.Main_Spindle.Actual_Power,1.0,2019-12-16 09:57:01.288
68,5df7552c8e15b328ac23056a,12430012063.Main_Spindle.Actual_Position_MCS,203.47,2019-12-16 09:57:01.289
69,5df7552c8e15b328ac23056b,12430012063.Energy_Savings.Active_Power_Spindle1,76.699,2019-12-16 09:57:01.395
70,5df7552c8e15b328ac23056d,12430012063.Tool_Control_Center.Symmetry,0.07,2019-12-16 09:57:01.408
71,5df7552c8e15b328ac23056e,12430012063.Z1_Axis.Actual_Position_MCS,-337.22,2019-12-16 09:57:01.503
72,5df7552c8e15b328ac230571,12430012063.Main_Spindle.Actual_Power,2.0,2019-12-16 09:57:01.531
73,5df7552c8e15b328ac230572,12430012063.Main_Spindle.Actual_Position_MCS,225.05,2019-12-16 09:57:01.532
74,5df7552c8e15b328ac230573,12430012063.Tool_Control_Center.Axial_Force_Compression,0.1,2019-12-16 09:57:01.673
75,5df7552c8e15b328ac230574,12430012063.Energy_Savings.Active_Power_Spindle1,57.524,2019-12-16 09:57:01.686
76,5df7552c8e15b328ac230576,12430012063.Z1_Axis.Actual_Position_MCS,-337.85,2019-12-16 09:57:01.688
77,5df7552c8e15b328ac230579,12430012063.Main_Spindle.Actual_Position_MCS,246.64,2019-12-16 09:57:01.824
78,5df7552c8e15b328ac23057b,12430012063.Tool_Control_Center.Bending_Moment,4.0,2019-12-16 09:57:01.837
79,5df7552c8e15b328ac23057c,12430012063.Energy_Savings.Active_Power_Spindle1,76.699,2019-12-16 09:57:01.851
80,5df7552c8e15b328ac23057e,12430012063.Z1_Axis.Actual_Position_MCS,-338.49,2019-12-16 09:57:01.903
81,5df7552c8e15b328ac23057f,12430012063.Main_Spindle.Actual_Position_MCS,268.26,2019-12-16 09:57:01.917
82,5df7552c8e15b328ac230580,12430012063.Energy_Savings.Active_Power_Spindle1,134.223,2019-12-16 09:57:01.990
83,5df7552d8e15b328ac230582,12430012063.Main_Spindle.Temperature_Spindle,27.6,2019-12-16 09:57:02.012
84,5df7552d8e15b328ac230584,12430012063.Tool_Control_Center.Symmetry,1.16,2019-12-16 09:57:02.043
85,5df7552d8e15b328ac230586,12430012063.Z1_Axis.Actual_Position_MCS,-339.13,2019-12-16 09:57:02.064
86,5df7552d8e15b328ac230587,12430012063.Main_Spindle.Actual_Position_MCS,289.86,2019-12-16 09:57:02.079
87,5df7552d8e15b328ac230588,12430012063.Z1_Axis.Actual_Feed_Rate,-190.0,2019-12-16 09:57:02.191
88,5df7552d8e15b328ac23058a,12430012063.Energy_Savings.Active_Power_Spindle1,76.699,2019-12-16 09:57:02.192
89,5df7552d8e15b328ac23058b,12430012063.Z1_Axis.Actual_Position_MCS,-339.76,2019-12-16 09:57:02.295
90,5df7552d8e15b328ac23058e,12430012063.Main_Spindle.Actual_Position_MCS,311.46,2019-12-16 09:57:02.301
91,5df7552d8e15b328ac230590,12430012063.Z1_Axis.Actual_Feed_Rate,-191.0,2019-12-16 09:57:02.383
